feature,mean_abs_shap
eeg_ratio_theta_over_alpha_std,0.0003494525594695661
emg_tonic_ratio_mean,0.0003493067276682067
eeg_Fp2-A1_gamma_bas_bp_rel_mean,0.00034886954032816033
eeg_Fp1-A1_theta_bp_abs_std,0.00034763949939465596
eeg_T3-A1_ptp_std,0.00034647145748090493
eeg_ECG_delta_bp_rel_mean,0.00034622112164391875
eeg_Menton_linelen_std,0.0003453930537335919
eeg_EOGD_delta_bp_rel_mean,0.0003453435288645614
eeg_T3-A1_var_std,0.000345222266195656
eeg_ECG_kurt_mean,0.0003445570984973054
eeg_JAMBD_alpha_bp_abs_std,0.00034356156975628977
eeg_C3-A1_mean_std,0.0003435554506278448
eeg_RONF_linelen_mean,0.0003430804807598491
eeg_Fp2-A1_linelen_mean,0.0003425277215507061
eeg_C3-A1_rms_mean,0.0003424321592190898
eeg_Fp2-T4_bandwidth_mean,0.00033872801953404517
eeg_Fp2-T4_linelen_mean,0.0003386847590726296
eeg_C3-A1_peak_freq_std,0.0003369851768158757
eeg_EMG1_delta_bp_rel_std,0.0003364531821163346
eeg_ECG_rms_mean,0.00033618071014352027
eeg_Fp2-T4_alpha_bp_rel_std,0.0003352384611272002
eeg_EMG2_theta_bp_rel_mean,0.0003337577580160196
eeg_EMG2_mean_mean,0.0003337210053553598
eeg_JAMBG_zc_std,0.0003320255112958948
eeg_EMG1_alpha_bp_abs_mean,0.0003308072725975053
eeg_T3-O1_spec_entropy_std,0.00033069471067702946
eeg_T3-A1_std_mean,0.00032949770539612546
eeg_RONF_ptp_mean,0.00032901889313580033
eeg_EOGD_peak_freq_std,0.0003279517121306768
eeg_Fp2-T4_beta_bp_rel_mean,0.0003275054704420135
eeg_JAMBG_delta_bp_rel_std,0.00032708890886180755
eeg_EOGG_delta_bp_rel_mean,0.0003270261302573888
eeg_JAMBG_alpha_bp_abs_mean,0.00032667851677911056
eeg_ECG_gamma_bas_bp_abs_mean,0.00032653501338918384
eeg_T3-A1_linelen_mean,0.0003256281870013277
eeg_Fp1-A1_gamma_haut_bp_rel_std,0.0003250666359109886
eeg_Fp2-A1_spec_centroid_mean,0.00032433578268751905
eeg_C4-A1_mean_mean,0.0003237478842685466
eeg_T3-A1_alpha_bp_abs_std,0.0003237321432753658
eeg_EOGD_gamma_haut_bp_abs_std,0.00032361140589361496
eeg_T4-A1_spec_entropy_std,0.00032296094743667367
eeg_C4-A1_gamma_haut_bp_rel_std,0.0003221274444360045
eeg_T4-A1_peak_freq_mean,0.0003217232680554232
eeg_Menton_zc_std,0.00032028809724756043
eeg_RONF_beta_bp_rel_mean,0.00031947423378949773
eeg_Fp1-T3_theta_bp_abs_mean,0.000319111193432923
eeg_JAMBD_beta_bp_abs_mean,0.0003186960856239617
eeg_RONF_kurt_std,0.0003182187486698526
eeg_Fp2-C4_linelen_std,0.0003180990479933866
eeg_Fp1-T3_spec_entropy_std,0.00031789543971617054
eeg_Fp2-A1_delta_bp_abs_mean,0.00031644769885029884
eeg_C4-A1_ptp_std,0.00031482752137131645
eeg_T3-A1_skew_mean,0.00031374999974791005
eeg_Fp2-C4_beta_bp_abs_mean,0.00031346788525669396
eeg_Fp1-C3_beta_bp_rel_mean,0.00031237076654571803
eeg_Fp2-A1_alpha_bp_rel_mean,0.00031209014263117066
eeg_EMG1_linelen_mean,0.00031200728848728256
eeg_Fp2-T4_gamma_bas_bp_rel_mean,0.00031105677475034313
eeg_Fp2-A1_gamma_haut_bp_rel_mean,0.00031044198103126805
eeg_Fp1-C3_alpha_bp_rel_mean,0.0003101848333332271
eeg_EMG2_delta_bp_rel_std,0.00030936003173272583
eeg_T4-O2_std_mean,0.0003079154699968492
eeg_Fp1-T3_alpha_bp_abs_mean,0.0003075877770040883
eeg_Fp2-A1_gamma_bas_bp_abs_std,0.00030674836988690114
eeg_T4-A1_zc_mean,0.00030660099104045497
eeg_Fp1-C3_rms_std,0.0003065232807140922
eeg_Fp1-T3_beta_bp_abs_mean,0.00030624842227921427
eeg_EOGD_gamma_bas_bp_rel_std,0.0003032126525077989
eeg_Fp1-T3_delta_bp_rel_mean,0.0003023454783242563
eeg_JAMBD_skew_mean,0.0003023103955264507
eeg_EOGD_gamma_haut_bp_rel_std,0.0003013228922648583
eeg_EMG1_alpha_bp_rel_std,0.000300896041794974
eeg_T3-A1_skew_std,0.00030060053795795893
eeg_EOGD_var_mean,0.000299837621785984
eeg_T4-O2_spec_centroid_mean,0.0002993655468717986
eeg_Fp2-C4_std_std,0.0002988103926498342
eeg_Fp1-C3_gamma_bas_bp_rel_std,0.0002977377786773363
eeg_Fp2-T4_rms_mean,0.00029687699969471856
eeg_Fp1-T3_std_mean,0.00029543520598509387
eeg_EMG2_ptp_std,0.0002935901096099606
eeg_Fp2-C4_alpha_bp_abs_mean,0.00029250698165827484
eeg_Fp2-C4_mean_std,0.00029183572807189444
eeg_C4-A1_kurt_std,0.0002896667202029792
eeg_Fp2-T4_alpha_bp_rel_mean,0.000289459361758656
eeg_JAMBD_spec_centroid_std,0.000289288682202597
eeg_C3-A1_gamma_haut_bp_rel_std,0.00028891122166007553
eeg_EMG2_var_std,0.00028829448972459944
eeg_Fp1-A1_alpha_bp_rel_std,0.00028798511101365046
eeg_EMG2_kurt_mean,0.00028513116091837096
eeg_Fp2-C4_peak_freq_std,0.00028448739716063954
eeg_T4-A1_std_std,0.0002839087182970795
eeg_ECG_peak_freq_std,0.00028369664791413977
eeg_Fp2-A1_var_std,0.0002826620265332178
eeg_JAMBD_spec_entropy_mean,0.0002819909570903374
eeg_T3-O1_spec_centroid_std,0.0002818204241942508
eeg_EOGD_bandwidth_std,0.0002809198302713223
eeg_T3-A1_gamma_haut_bp_rel_mean,0.0002802931505361557
eeg_EOGD_bandwidth_mean,0.0002798307739983941
eeg_Fp2-C4_gamma_haut_bp_abs_std,0.0002796195699372695
eeg_ECG_beta_bp_abs_std,0.00027957523879149293
eeg_ratio_theta_over_alpha_mean,0.00027942683280622713
eeg_EMG2_bandwidth_std,0.0002790188597592877
eeg_T4-A1_mean_std,0.0002789235368123826
eeg_Fp2-C4_kurt_std,0.00027853988385434395
eeg_T4-O2_gamma_haut_bp_rel_mean,0.0002784741538406164
eeg_T3-A1_peak_freq_mean,0.00027572296045760006
eeg_EMG1_mean_std,0.0002718161441621923
eeg_EMG2_rms_mean,0.0002715260031731959
eeg_EOGG_var_mean,0.0002671354356384281
eeg_T3-O1_gamma_bas_bp_abs_std,0.00026653011229467466
eeg_EOGG_gamma_bas_bp_abs_mean,0.00026555778096221095
eeg_Menton_var_std,0.0002649538909406698
eeg_Fp1-A1_delta_bp_rel_mean,0.00026487965319898013
eeg_JAMBD_delta_bp_rel_std,0.00026416686339055906
eeg_Fp1-A1_mean_mean,0.0002641379103666129
eeg_Fp2-T4_theta_bp_rel_mean,0.0002640303439197783
eeg_Fp2-C4_alpha_bp_rel_mean,0.0002629092562683629
eeg_T3-O1_skew_mean,0.00026244155856831636
eeg_Fp2-A1_mean_std,0.00026238898755526457
eeg_Fp1-A1_gamma_bas_bp_abs_std,0.00026230380815362185
eeg_Fp1-C3_gamma_bas_bp_abs_std,0.00026206056386575427
eeg_Fp2-T4_skew_mean,0.00026203475134090623
eeg_Fp2-A1_peak_freq_mean,0.00026198589174045584
eeg_T4-O2_std_std,0.0002614028646015971
eeg_EMG1_gamma_bas_bp_abs_std,0.0002601641758450679
eeg_C4-A1_beta_bp_abs_mean,0.00025985398374248086
eeg_EMG1_spec_entropy_mean,0.00025956200422597294
eeg_C3-A1_zc_std,0.0002594188412918935
eeg_Fp2-C4_gamma_haut_bp_abs_mean,0.0002582739246668272
eeg_RONF_skew_std,0.00025767388068711626
eeg_EMG1_rms_mean,0.0002576661175246942
eeg_Fp2-C4_gamma_bas_bp_abs_mean,0.00025619028386655033
eeg_Fp2-A1_gamma_haut_bp_abs_mean,0.00025615240203682836
eeg_EMG1_beta_bp_abs_mean,0.00025430082475721657
eeg_Fp1-C3_bandwidth_std,0.00025402015593125167
eeg_C3-A1_rms_std,0.00025344058006824605
eeg_Fp2-C4_delta_bp_abs_mean,0.0002529460511002532
eeg_T3-O1_delta_bp_rel_std,0.0002523392649657765
eeg_C4-A1_delta_bp_abs_std,0.00025157102973566225
eeg_Menton_spec_entropy_std,0.00025107904750603803
eeg_EMG2_beta_bp_abs_mean,0.00025091427508469166
eeg_JAMBD_beta_bp_rel_mean,0.0002493762827679528
eeg_EOGG_peak_freq_std,0.00024874729426884286
eeg_EOGG_peak_freq_mean,0.0002486353738510675
eeg_JAMBD_alpha_bp_rel_std,0.00024833109473300775
eeg_T3-A1_ptp_mean,0.0002476012706071491
eeg_Fp2-T4_skew_std,0.00024720216816020643
eeg_EOGG_theta_bp_abs_std,0.00024556590758870097
eeg_Fp2-A1_alpha_bp_abs_mean,0.00024542333241884607
eeg_C4-A1_kurt_mean,0.0002445898219825353
eeg_T3-O1_std_std,0.00024411391854607542
eeg_T3-A1_rms_std,0.00024383900536093794
eeg_EOGD_delta_bp_rel_std,0.00024361091235123287
eeg_Fp2-C4_mean_mean,0.00024296352746075504
eeg_Fp2-A1_ptp_std,0.00024160204502749402
eeg_JAMBG_kurt_mean,0.00024067869376256546
eeg_ECG_peak_freq_mean,0.000240440665643761
eeg_Fp1-T3_skew_mean,0.00024006277785024367
eeg_EOGD_gamma_bas_bp_abs_mean,0.0002398889800618307
emg_phasic_ratio_mean,0.0002382798717826337
eeg_ECG_ptp_mean,0.00023757358112689827
eeg_Fp2-C4_theta_bp_abs_std,0.00023738412532022912
eeg_EOGD_beta_bp_rel_mean,0.0002363856690921513
eeg_Fp1-T3_theta_bp_rel_std,0.00023588090576519898
eeg_T3-A1_gamma_bas_bp_rel_mean,0.0002358724238591009
eeg_T3-O1_rms_mean,0.00023587068220928015
eeg_EOGG_mean_mean,0.00023368847312448657
eeg_Fp1-C3_gamma_bas_bp_rel_mean,0.00023276896184364174
eeg_T3-A1_theta_bp_rel_mean,0.00023201255037729024
eeg_Fp2-C4_bandwidth_std,0.00023193443362126993
eeg_JAMBG_linelen_mean,0.00023044083400086465
eeg_EOGG_ptp_mean,0.00022953158971826857
eeg_C4-A1_theta_bp_abs_std,0.00022860659649555554
eeg_C4-A1_rms_std,0.0002284864791540976
eeg_T4-O2_kurt_mean,0.00022793674357822984
eeg_T3-A1_beta_bp_abs_mean,0.0002269388141592912
eeg_T4-A1_std_mean,0.00022669419800370007
eeg_T3-A1_var_mean,0.00022625004657598878
eeg_EMG2_skew_std,0.000225330788803712
eeg_RONF_kurt_mean,0.00022436632968646632
eeg_JAMBG_peak_freq_mean,0.00022383231108413272
eeg_Fp2-A1_gamma_haut_bp_abs_std,0.0002229650708965382
eeg_C4-A1_zc_std,0.00022242314898563158
eeg_Fp1-A1_gamma_bas_bp_rel_mean,0.00022188707855867032
eeg_T4-A1_var_mean,0.00022116215388123575
eeg_T4-O2_theta_bp_abs_std,0.00022074067393232773
eeg_EOGG_zc_mean,0.00021973432266716067
eeg_Fp2-T4_var_mean,0.0002179889331515653
eeg_EOGG_gamma_haut_bp_rel_mean,0.00021779021797999705
eeg_JAMBG_ptp_std,0.00021698765541469073
eeg_Fp2-T4_std_mean,0.00021693057573441866
eeg_Menton_kurt_mean,0.00021618165462112247
eeg_Fp2-C4_linelen_mean,0.00021565566184254004
eeg_Menton_delta_bp_rel_std,0.00021562727811630096
eeg_Menton_alpha_bp_rel_mean,0.00021371451485512546
eeg_T3-O1_beta_bp_abs_mean,0.0002134501351079543
eeg_EOGD_linelen_std,0.00021294841816786846
eeg_Fp1-C3_beta_bp_abs_std,0.0002122469780253499
eeg_JAMBG_peak_freq_std,0.00021170873380919512
eeg_Fp1-A1_gamma_bas_bp_abs_mean,0.0002110810470367425
eeg_T3-A1_alpha_bp_rel_std,0.00021044621092179686
eeg_C3-A1_gamma_haut_bp_rel_mean,0.00021002806179133026
eeg_EOGD_std_mean,0.0002096621099919283
eeg_ECG_beta_bp_rel_std,0.00020942768062838027
eeg_EMG1_bandwidth_mean,0.00020940575836739353
eeg_Fp1-T3_std_std,0.0002088376180161341
eeg_JAMBD_ptp_mean,0.00020850157917064535
eeg_Fp1-A1_rms_mean,0.00020796026939844627
eeg_JAMBG_alpha_bp_rel_mean,0.00020758093952928398
eeg_C4-A1_spec_entropy_std,0.00020702174204611696
eeg_ECG_alpha_bp_rel_std,0.00020686182650481885
eeg_Fp2-T4_delta_bp_rel_std,0.00020665442326631026
eeg_EOGG_bandwidth_mean,0.00020623086352986085
eeg_JAMBD_zc_std,0.00020572551023276262
eeg_T4-A1_ptp_std,0.00020434385077179902
eeg_EOGG_spec_entropy_std,0.0002042335234445446
eeg_JAMBD_beta_bp_rel_std,0.00020416236093123732
eeg_JAMBG_beta_bp_rel_std,0.00020331687168735515
eeg_Fp2-A1_ptp_mean,0.00020258071471965423
eeg_T3-O1_var_mean,0.0002024185463393131
eeg_C3-A1_var_mean,0.00020229684444170068
eeg_C3-A1_ptp_mean,0.00020197035720372295
eeg_T4-A1_alpha_bp_rel_mean,0.00020145298522267988
eeg_Fp2-A1_var_mean,0.00020017874847924461
eeg_Fp1-T3_peak_freq_std,0.00019950561374527313
eeg_T4-O2_linelen_std,0.00019912862487180441
eeg_Menton_std_std,0.000198076779900252
eeg_EMG1_skew_std,0.00019791739227090275
eeg_Fp1-A1_gamma_haut_bp_abs_std,0.00019731453693048326
eeg_EOGG_skew_mean,0.0001969903823804012
eeg_EMG1_spec_entropy_std,0.00019659033024465341
eeg_Menton_delta_bp_rel_mean,0.00019531282298038282
eeg_ECG_mean_mean,0.00019472479508142367
eeg_Fp2-C4_spec_centroid_mean,0.00019432680624351207
eeg_Fp2-A1_theta_bp_abs_std,0.00019379869039363464
eeg_EMG1_spec_centroid_std,0.000193222561229942
eeg_Fp1-A1_std_mean,0.00019191313355092104
eeg_Fp2-C4_gamma_bas_bp_rel_std,0.00019129692232276168
eeg_Fp2-T4_gamma_bas_bp_abs_std,0.00019114525791608556
eeg_Fp1-C3_kurt_std,0.0001909803259789538
eeg_JAMBG_theta_bp_rel_std,0.0001905753883822042
eeg_Fp2-A1_rms_std,0.0001896412568291987
eeg_JAMBG_alpha_bp_abs_std,0.000189634469506686
eeg_Fp2-A1_delta_bp_rel_mean,0.00018962041312291589
eeg_T3-O1_bandwidth_mean,0.00018943840144454698
eeg_EOGG_beta_bp_rel_std,0.0001880288785381998
eeg_ECG_theta_bp_rel_mean,0.0001876075945859993
eeg_Fp2-C4_gamma_haut_bp_rel_std,0.00018740246592121953
eeg_T3-O1_mean_mean,0.00018731117341424622
eeg_Fp1-T3_linelen_std,0.00018520176492568124
eeg_T3-A1_beta_bp_abs_std,0.0001842571636990211
eeg_Menton_beta_bp_abs_std,0.0001842251252452173
eeg_JAMBG_linelen_std,0.00018289104764981098
eeg_Fp1-C3_mean_std,0.00018275339271039962
eeg_Fp1-T3_var_mean,0.0001824406222346854
eeg_JAMBD_kurt_mean,0.00018205204894021523
eeg_T3-A1_spec_entropy_mean,0.0001812967705512647
eeg_T4-O2_theta_bp_abs_mean,0.00018097404781106113
eeg_Fp1-T3_linelen_mean,0.0001804205987429578
eeg_T3-O1_zc_mean,0.00018033510047293282
eeg_Fp2-T4_alpha_bp_abs_mean,0.00018022523441287
eeg_T4-O2_beta_bp_abs_mean,0.00017978198605685857
eeg_Fp1-C3_std_mean,0.00017915617757973106
eeg_RONF_var_std,0.00017893580503146962
eeg_T3-O1_kurt_mean,0.00017893284057121555
eeg_EOGG_gamma_bas_bp_rel_mean,0.00017878996111326168
eeg_T3-A1_kurt_mean,0.00017553617256235897
eeg_Fp1-C3_delta_bp_abs_std,0.00017492050487562323
eeg_Fp1-A1_var_mean,0.00017488484195935333
eeg_EMG2_alpha_bp_abs_std,0.0001739253257065358
eeg_Fp1-T3_gamma_bas_bp_abs_std,0.00017335025419619037
eeg_Fp1-T3_alpha_bp_abs_std,0.00017314750873268934
eeg_ratio_alpha_over_beta_std,0.00017293912842089
eeg_ECG_std_mean,0.00017270702591866283
eeg_Fp2-C4_beta_bp_rel_std,0.00017231055910127348
eeg_T4-O2_theta_bp_rel_mean,0.00017223914757577604
eeg_Fp1-A1_kurt_mean,0.0001717798004235772
eeg_EOGG_zc_std,0.00017109136255400467
eeg_T3-O1_spec_centroid_mean,0.000170051442875146
eeg_JAMBD_gamma_haut_bp_rel_mean,0.0001693666989359018
eeg_Fp1-T3_var_std,0.0001679150323279223
eeg_T4-O2_gamma_haut_bp_rel_std,0.00016666862448126273
eeg_EOGD_gamma_bas_bp_abs_std,0.00016588528500806145
eeg_ECG_skew_mean,0.00016510935635822237
eeg_EOGD_kurt_std,0.00016449985083112894
eeg_Fp2-T4_ptp_mean,0.00016312230203703774
eeg_C3-A1_gamma_haut_bp_abs_mean,0.00016200638342331992
eeg_Fp1-T3_ptp_std,0.0001618922115052517
eeg_JAMBG_delta_bp_abs_std,0.00016186597564179844
eeg_EOGD_kurt_mean,0.00016185459714406842
eeg_EMG2_skew_mean,0.0001616941931493264
eeg_EMG2_linelen_std,0.0001615034795039925
eeg_Fp1-T3_delta_bp_abs_mean,0.00016011178551293218
eeg_EOGG_std_std,0.00015985081716025
eeg_EOGG_mean_std,0.00015972737814601463
eeg_EMG1_alpha_bp_abs_std,0.0001589935295510055
eeg_ratio_gamma_bas_over_beta_std,0.0001585522212357491
eeg_Fp2-C4_delta_bp_abs_std,0.00015852886149278375
eeg_ECG_kurt_std,0.0001576582153630199
eeg_JAMBD_gamma_haut_bp_abs_std,0.00015732000937572084
eeg_Fp1-C3_var_std,0.0001570286390582304
eeg_C3-A1_beta_bp_rel_mean,0.0001566501656515897
eeg_Menton_linelen_mean,0.00015524392621477844
eeg_Menton_gamma_bas_bp_rel_mean,0.00015419886588203497
eeg_EOGD_alpha_bp_abs_mean,0.00015338645529991616
eeg_EOGG_rms_mean,0.0001533730766603602
eeg_Fp1-A1_peak_freq_std,0.00015313464671501984
eeg_Menton_kurt_std,0.0001526560750954606
eeg_Fp2-T4_bandwidth_std,0.0001514025432291711
eeg_C4-A1_delta_bp_abs_mean,0.00015029206020327848
eeg_Fp2-C4_var_mean,0.00015024846013949556
eeg_Fp1-A1_beta_bp_abs_std,0.00014968985296587992
eeg_T4-A1_bandwidth_mean,0.00014968684563595712
eeg_Fp1-A1_spec_centroid_std,0.00014863935062247582
eeg_JAMBG_gamma_bas_bp_rel_std,0.00014842425863539595
eeg_EMG1_gamma_haut_bp_rel_std,0.00014832923970909835
eeg_T4-A1_delta_bp_abs_mean,0.00014796866381223029
eeg_RONF_gamma_bas_bp_abs_std,0.00014629270886276223
eeg_ratio_gamma_haut_over_beta_mean,0.00014489206662408083
eeg_EMG2_beta_bp_rel_std,0.00014242088655816155
eeg_T3-O1_rms_std,0.00014241483872785284
eeg_JAMBG_gamma_haut_bp_rel_std,0.00014232824854541615
eeg_JAMBD_gamma_bas_bp_abs_std,0.00014168676475169933
eeg_EMG1_gamma_haut_bp_rel_mean,0.00014117071368592108
eeg_C3-A1_var_std,0.0001398042721810781
eeg_RONF_zc_mean,0.00013942867338799153
eeg_C3-A1_peak_freq_mean,0.00013916735805170395
eeg_Menton_bandwidth_std,0.00013879707532137673
eeg_Fp2-T4_gamma_bas_bp_rel_std,0.00013836598437993826
eeg_T4-O2_gamma_haut_bp_abs_mean,0.00013535879243526481
eeg_C4-A1_spec_centroid_std,0.00013462772600449083
eeg_Fp1-A1_var_std,0.00013429442719872255
eeg_RONF_mean_std,0.00013371651793806243
eeg_JAMBG_gamma_bas_bp_abs_std,0.00013368372688228437
eeg_EOGG_linelen_std,0.0001333974415831529
eeg_C3-A1_theta_bp_rel_mean,0.0001326596635148985
eeg_Fp1-T3_mean_mean,0.00013086220444138912
eeg_T3-O1_delta_bp_abs_mean,0.00013035768906553377
eeg_JAMBD_kurt_std,0.00013006605592653827
eeg_JAMBG_bandwidth_std,0.00012970386218921185
eeg_EMG2_var_mean,0.00012936629630326633
eeg_Fp1-C3_ptp_mean,0.00012815448697901008
eeg_Fp2-C4_spec_entropy_std,0.0001280384987441214
eeg_Fp2-T4_theta_bp_rel_std,0.00012724923134809337
eeg_T4-O2_bandwidth_std,0.00012713795747707214
eeg_JAMBG_delta_bp_abs_mean,0.00012614782015214293
eeg_Menton_rms_std,0.0001260476742087208
eeg_EOGG_delta_bp_abs_std,0.00012549968550143093
eeg_T3-O1_theta_bp_abs_std,0.00012488575578774004
eeg_Fp1-C3_peak_freq_std,0.00012486590591219624
eeg_Fp2-C4_ptp_std,0.00012453897640065468
eeg_Fp1-T3_ptp_mean,0.00012428789816069455
eeg_Fp2-C4_delta_bp_rel_std,0.00012319237470572814
eeg_C4-A1_beta_bp_rel_std,0.00012296194958308875
eeg_JAMBG_bandwidth_mean,0.00012229281832726823
eeg_JAMBG_theta_bp_abs_mean,0.00012173255514603833
eeg_JAMBG_delta_bp_rel_mean,0.00012125615425517088
eeg_C3-A1_theta_bp_abs_mean,0.00012114570797471277
eeg_Fp2-A1_skew_std,0.00012076845699489078
eeg_T3-O1_kurt_std,0.00012074519853129126
eeg_Fp2-A1_gamma_bas_bp_rel_std,0.00012030330205343258
eeg_Fp1-C3_std_std,0.00012021259737895947
eeg_EOGG_bandwidth_std,0.00011988181665644767
eeg_EOGD_skew_std,0.00011878791178605786
eeg_Fp2-A1_delta_bp_abs_std,0.00011872883995394798
eeg_Menton_spec_entropy_mean,0.00011774333915744344
eeg_T3-O1_zc_std,0.00011723121406652156
eeg_RONF_ptp_std,0.00011704761964879254
eeg_Fp1-C3_gamma_haut_bp_rel_mean,0.00011648928732932178
eeg_RONF_linelen_std,0.00011598599072966136
eeg_T4-O2_beta_bp_abs_std,0.00011581718815846092
eeg_T3-A1_delta_bp_abs_mean,0.0001156358589133266
eeg_T4-O2_theta_bp_rel_std,0.00011463571668022416
eeg_JAMBD_peak_freq_std,0.00011412801995261422
eeg_Fp2-A1_spec_entropy_mean,0.00011331185313512122
eeg_EOGG_ptp_std,0.00011206695506725062
eeg_Fp1-T3_gamma_bas_bp_rel_std,0.00011126461609115614
eeg_Menton_skew_std,0.00011087236141940427
eeg_C4-A1_peak_freq_std,0.00010907989705094843
eeg_EOGG_gamma_haut_bp_rel_std,0.00010868096216730992
eeg_ratio_gamma_haut_over_beta_std,0.00010627524795150836
eeg_Menton_mean_std,0.00010605458708594038
eeg_RONF_gamma_haut_bp_abs_std,0.00010495505444588212
eeg_T4-A1_peak_freq_std,0.00010351728546186475
eeg_Fp2-C4_ptp_mean,0.00010334256663989051
eeg_Fp1-C3_spec_centroid_std,0.00010236544601844422
eeg_T4-O2_alpha_bp_abs_std,0.00010232309500806731
eeg_T4-O2_gamma_bas_bp_rel_mean,0.00010210402370030678
eeg_Fp1-T3_bandwidth_std,0.00010194023754066383
eeg_T3-A1_std_std,0.00010187770322345072
eeg_JAMBD_peak_freq_mean,0.00010169900250482685
eeg_T3-O1_skew_std,0.00010106830699122118
eeg_EOGD_var_std,0.00010085237971857061
eeg_Menton_gamma_haut_bp_abs_std,9.976697325067594e-05
eeg_EOGG_delta_bp_abs_mean,9.634494376831465e-05
eeg_Fp2-C4_skew_std,9.521125447401022e-05
eeg_EOGG_spec_centroid_std,9.389889417362368e-05
eeg_Fp1-A1_spec_entropy_std,9.30840994938837e-05
eeg_T4-A1_alpha_bp_abs_std,9.222746281922936e-05
eeg_Fp1-C3_alpha_bp_rel_std,9.134228941448572e-05
eeg_T3-O1_ptp_mean,9.063426770092562e-05
eeg_Fp1-T3_beta_bp_abs_std,9.033687563334392e-05
eeg_JAMBD_delta_bp_rel_mean,9.02024158025231e-05
eeg_EOGD_theta_bp_abs_mean,8.997137110414956e-05
eeg_Fp2-C4_zc_std,8.808889590128881e-05
eeg_Fp2-C4_theta_bp_rel_mean,8.771304156996925e-05
eeg_Menton_std_mean,8.67747270359529e-05
eeg_Fp1-T3_delta_bp_abs_std,8.540251449168638e-05
eeg_ECG_std_std,8.524841012607169e-05
eeg_Fp2-A1_alpha_bp_abs_std,8.518522494881497e-05
eeg_EMG2_alpha_bp_rel_std,8.486333382675326e-05
eeg_T3-A1_mean_mean,8.440578131945453e-05
eeg_JAMBG_gamma_haut_bp_abs_mean,8.432412539371477e-05
eeg_Fp1-T3_kurt_std,8.426830883047149e-05
eeg_C3-A1_mean_mean,8.40859319683789e-05
eeg_ECG_gamma_haut_bp_rel_std,8.279189861246997e-05
eeg_T4-O2_beta_bp_rel_std,8.25218559284228e-05
eeg_Menton_ptp_mean,8.249564612317345e-05
eeg_T4-O2_peak_freq_std,8.224227542029103e-05
eeg_Fp2-C4_delta_bp_rel_mean,8.189965368854552e-05
eeg_Fp2-A1_kurt_std,7.987483531720923e-05
eeg_JAMBG_gamma_bas_bp_rel_mean,7.942681061265368e-05
eeg_JAMBG_beta_bp_abs_mean,7.887898618005472e-05
eeg_Fp2-T4_delta_bp_abs_std,7.695242363982186e-05
eeg_C4-A1_gamma_haut_bp_abs_mean,7.692732925482721e-05
eeg_Fp1-C3_gamma_haut_bp_abs_mean,7.668255777379492e-05
eeg_Fp2-C4_rms_std,7.636905084665038e-05
eeg_C3-A1_delta_bp_rel_mean,7.615160417852e-05
eeg_T3-O1_bandwidth_std,7.602705641025178e-05
eeg_JAMBG_theta_bp_abs_std,7.438213953663003e-05
eeg_Fp1-C3_delta_bp_abs_mean,7.418035940344416e-05
eeg_Fp1-C3_gamma_bas_bp_abs_mean,7.364912766597642e-05
eeg_Fp2-A1_delta_bp_rel_std,7.330634083141538e-05
eeg_Fp2-T4_gamma_haut_bp_rel_mean,7.30920491832579e-05
eeg_Fp2-T4_rms_std,7.284941376923858e-05
eeg_Menton_gamma_bas_bp_abs_mean,7.146227102802271e-05
eeg_EOGD_spec_centroid_std,7.074806961899619e-05
eeg_Fp1-A1_ptp_std,7.019335110722508e-05
eeg_Fp2-A1_zc_std,6.92533059437354e-05
eeg_RONF_peak_freq_mean,6.871878172749238e-05
eeg_T3-O1_std_mean,6.850533892274356e-05
eeg_EOGD_delta_bp_abs_mean,6.831875544610207e-05
eeg_C3-A1_std_mean,6.794651435708644e-05
eeg_RONF_zc_std,6.682504825121605e-05
eeg_EMG2_linelen_mean,6.665406716855197e-05
eeg_Menton_ptp_std,6.6249937894583e-05
eeg_T3-A1_gamma_bas_bp_rel_std,6.471143818911944e-05
eeg_T4-O2_gamma_haut_bp_abs_std,6.446452839867727e-05
eeg_ECG_var_mean,6.322832292253192e-05
eeg_Fp2-A1_std_std,6.280924454465971e-05
eeg_Fp1-A1_std_std,6.237048342574217e-05
eeg_T3-O1_peak_freq_mean,6.224946732767542e-05
eeg_Menton_var_mean,6.097540057506794e-05
eeg_RONF_delta_bp_rel_mean,5.963992396973441e-05
eeg_Fp2-A1_mean_mean,5.959704337431898e-05
eeg_Menton_bandwidth_mean,5.9515775695314386e-05
eeg_RONF_var_mean,5.844278648105457e-05
eeg_T3-O1_delta_bp_rel_mean,5.7524357967492406e-05
eeg_Fp1-A1_linelen_std,5.7267272876575054e-05
eeg_RONF_std_std,5.708637627910885e-05
eeg_C4-A1_alpha_bp_abs_mean,5.692021887895555e-05
eeg_T3-A1_zc_std,5.676780715135854e-05
eeg_JAMBD_gamma_bas_bp_abs_mean,5.602888487035338e-05
eeg_EOGD_std_std,5.5911198454483445e-05
eeg_Fp1-T3_rms_mean,5.461222856656509e-05
eeg_RONF_rms_std,5.44788444539789e-05
eeg_JAMBD_gamma_haut_bp_rel_std,5.4444110108123786e-05
eeg_Fp2-T4_linelen_std,5.392969814694964e-05
eeg_Fp2-A1_peak_freq_std,5.36658317870909e-05
eeg_JAMBG_spec_entropy_mean,5.357796954662987e-05
eeg_EMG1_alpha_bp_rel_mean,5.236968173793709e-05
