fold,n_train,n_val,balanced_accuracy,f1_macro,recall_macro
1,60.0,15.0,0.6444444444444444,0.43452380952380953,0.4833333333333333
2,60.0,15.0,0.41666666666666663,0.3176470588235294,0.41666666666666663
3,60.0,15.0,0.5625,0.519327731092437,0.5625
4,60.0,15.0,0.5,0.38095238095238093,0.5
5,60.0,15.0,0.40625,0.425,0.40625
0,60.0,15.0,0.5059722222222222,0.4154901960784313,0.47375
