feature,VIF_at_removal
phasic_density_per_min,inf
pct_any_RSWA,1364.4891049824812
pct_epochs_phasic,81.5458851680615
interval_mean,49.800345306767554
duration_mean,23.529921199749726
pct_tonic,11.748576325318705
duration_sd,5.729106244146763
