,PC1,PC2,PC3,PC4
0,1.9131674155544136,0.487186323303157,1.734071606500411,-0.40134057328910033
1,-1.310899653148855,-0.5260339995149509,0.45308061588768445,-2.658322371635985
2,-0.12427071311791234,-1.7005639708687532,0.12023121949681574,-0.09966737008529886
3,1.4946319321746213,0.3182152279128162,-0.8253575913214941,-0.8975013899467609
4,1.2524753219167533,-1.050646651872503,-0.6379866275664726,1.4689118179492138
5,-0.5090649360221994,1.06510425664925,-0.017855479386079013,-0.14797708875634638
6,1.1002757598507134,-1.6206871494390311,0.8658147707714734,-1.6474973275294456
7,-1.6192705959423648,-1.0752012575613499,-1.1086225553077644,0.5944541434476015
8,1.6476483154549284,-1.0193490217667176,-1.367697379519928,0.9664118345457958
9,2.949888662485894,-0.8186322224108455,-0.6046225101913723,0.25835740795107504
10,-2.68947475916478,-0.2061327377046928,-0.9795198530385558,-0.27510338818696406
11,-1.9589613097008558,0.39037352957918653,0.6699305158624816,0.6830427747241448
12,-1.2986272529866412,1.2301652580992286,1.194676094160232,-2.259399446782545
13,2.101124924906529,-0.9730067648840666,-0.2039190499677795,0.04837833150819293
14,-4.3743617107297315,0.026262626799284455,0.29043251718908203,2.0314407755921984
15,2.5962236572597814,3.7026828043942124,1.4611520297888516,0.7162000257019401
16,2.637751931471396,-1.251908793163407,-1.622331241619126,1.0742140679153216
17,1.7495055796832346,-1.1161152961474134,-0.5130025280047259,-0.5646899332390382
18,-4.1740358729856135,2.284626554820005,-1.0409287919091135,-1.747350816849227
19,-0.052497788334339206,0.8802985817079169,-0.43078130887673055,0.35647680345147914
20,1.8037912513189425,-0.7154846637581348,-0.2856358543641161,-0.622981917223022
21,4.692796789241174,-0.9352280571835555,1.233949880732399,-1.287663928602855
22,-0.35940796611272086,0.5165240849288921,0.33002889699326765,-0.039569321272338635
23,-2.4273037246900246,-0.7509209218131949,0.9622881409414598,-0.4432660300757685
24,-4.6782918085966445,-0.3392379113020044,0.2768654584142756,1.3717602526794976
25,-1.983668515149432,-0.20378050724877217,0.44256665061969214,-1.5459412809742552
26,-4.303274875387174,1.8077424862602667,-1.8772315147952496,-1.4313136171677439
27,0.9348468287929831,-0.2685620235896277,0.015743412100370165,-0.11582912015729904
28,0.5896366743593099,-1.9061352183934372,-2.390498719745834,0.913672932782717
29,0.7967398656099062,0.9436422172469674,-0.02484307240654795,-0.7525107523619082
30,1.3602221538905377,-0.0300655318404816,-0.6450568225383494,1.3531918941931453
31,2.1378117839295525,-1.837752756193781,-1.4154739672042203,0.23076691257754614
32,-0.7226343545558052,0.12619552290825417,0.21288789203780037,0.06351518202905372
33,-0.28054171373206044,1.605398511914798,0.760768943598435,0.021383394837902425
34,-0.30005007329442906,1.4213958092224968,1.106514109991425,-0.011941959607539514
35,-2.2685705918013883,1.878917996415365,-0.5146742545074533,-1.3948091170738928
36,1.1874358898869282,-0.2816345645322768,-0.19535896235556238,-0.39638583707802555
37,1.9063397772890525,-1.2469121527506293,-0.32059706070763433,-0.7680004877038632
