feature,importance
Delta_power_6,0.0007208039913616626
Beta_psd_mean_24,0.0007204532867072788
Delta_var_20,0.0007198608011590209
Delta_wavelet_31_6,0.0007192637868009869
Delta_psd_mean_2,0.0007188020567496977
Theta_var_29,0.0007186338492095826
Gamma_power_15,0.0007161094089075463
Beta_var_15,0.0007158616205175336
Alpha_std_6,0.0007142808904626155
Theta_std_3,0.0007135875750253343
Alpha_std_23,0.0007100899969667276
Alpha_wavelet_13_5,0.0007065226955625889
Beta_wavelet_2_8,0.0007040361224298859
Gamma_std_13,0.0006985139186046938
Alpha_psd_mean_2,0.0006971747705455395
Gamma_wavelet_15_7,0.0006857688497016246
Beta_wavelet_15_7,0.0006847197861770479
Gamma_wavelet_18_9,0.0006810834835984261
Gamma_wavelet_20_6,0.0006752561430432873
Delta_wavelet_14_5,0.0006747983293629397
Theta_power_15,0.0006730256747334178
Alpha_wavelet_0_7,0.0006724923243298325
Alpha_std_22,0.0006660762784298711
Theta_wavelet_0_7,0.0006644128773487558
Beta_wavelet_0_6,0.0006640118787257014
Delta_std_4,0.0006638740931536518
Beta_power_20,0.0006637720600087991
Beta_wavelet_24_7,0.0006613987809482322
Delta_wavelet_14_6,0.000659380813962987
Delta_psd_mean_6,0.0006565684950687209
Theta_var_6,0.000656059538563054
Gamma_psd_mean_1,0.0006544669298018075
Delta_wavelet_2_5,0.0006487464753108683
Gamma_psd_mean_18,0.0006457011602533534
Gamma_var_1,0.0006438977056467153
Alpha_wavelet_6_8,0.0006428533903742701
Delta_std_20,0.0006426630021966444
Delta_wavelet_0_6,0.0006368085633641394
Beta_wavelet_13_5,0.000633461829455723
Beta_wavelet_5_7,0.0006264187566096924
Theta_wavelet_21_7,0.0006262437929330315
Alpha_wavelet_25_6,0.0006238327497832517
Delta_psd_mean_3,0.000621922200882871
Alpha_wavelet_18_6,0.000621675943852006
Alpha_psd_mean_24,0.0006206989318516394
Beta_power_23,0.0006206142314219267
Beta_wavelet_21_8,0.0006179935655407278
Alpha_var_6,0.0006150164109210345
Theta_psd_mean_23,0.0006149971343617185
Theta_wavelet_3_5,0.0006123409579775459
Beta_wavelet_2_6,0.0006112451778201588
Alpha_wavelet_5_7,0.000609273466978241
Theta_std_17,0.0006090820504617274
Delta_psd_mean_20,0.000606696079612746
Alpha_power_17,0.0006032682953170013
Delta_wavelet_17_7,0.0006022308240304128
Beta_wavelet_17_7,0.000597338227039176
Beta_psd_mean_5,0.000596186839543511
Gamma_var_11,0.0005959047357592908
Alpha_wavelet_18_8,0.0005955078836861571
Delta_var_9,0.0005933628857410818
Gamma_wavelet_18_8,0.0005928922503699211
Alpha_power_22,0.0005914348141953687
Beta_pca_var_3,0.0005907905358494672
Theta_std_14,0.0005906983419479507
Theta_psd_mean_21,0.0005906159735152998
Theta_power_3,0.0005869872287208367
Alpha_wavelet_4_9,0.000586970421715968
Alpha_psd_mean_14,0.000586460344641443
Gamma_wavelet_3_5,0.0005852070825465106
Delta_power_9,0.0005851465499664947
Theta_wavelet_14_6,0.0005809265342078451
Delta_wavelet_4_6,0.0005796336436259746
Beta_std_9,0.0005782214846389034
Theta_psd_mean_5,0.0005755742887182547
Gamma_std_21,0.0005727285417332046
Delta_var_4,0.0005720514126189422
Delta_power_17,0.000569889696588786
Theta_std_2,0.0005693476249954107
Beta_var_21,0.0005669570958834958
Beta_power_18,0.0005650341010537153
Delta_psd_mean_9,0.0005635624032588074
Beta_psd_mean_2,0.0005622142468066979
Alpha_power_6,0.0005619275919072256
Alpha_psd_mean_17,0.0005613137109997772
Gamma_psd_mean_9,0.0005609571034949547
Beta_wavelet_26_7,0.0005591695278588917
Theta_std_29,0.0005577622126143924
Delta_wavelet_15_5,0.0005569426946747149
Alpha_std_26,0.0005544804321393886
Alpha_power_19,0.0005544018291325915
Gamma_pca_var_3,0.0005526021518785205
Beta_var_20,0.0005502336293216869
Gamma_std_9,0.0005499809523555213
Beta_wavelet_6_8,0.0005474566100444871
Theta_std_16,0.000543957553411539
Gamma_std_18,0.000542287262849273
Theta_std_5,0.0005403716991505109
Gamma_var_4,0.0005395367942968083
Beta_psd_mean_29,0.0005384940136279373
Theta_wavelet_17_5,0.0005380812436439289
Gamma_psd_mean_24,0.0005373439015333701
Alpha_std_17,0.0005323387376242482
Beta_var_2,0.0005317289083155338
Alpha_var_26,0.0005312990485344239
Beta_var_17,0.0005306068162670335
Alpha_power_3,0.0005302965259786905
Theta_wavelet_4_6,0.0005294119748198218
Alpha_wavelet_15_5,0.000529410572531662
Theta_power_9,0.0005281851585005729
Gamma_ica_infomax_energy_1,0.0005266121917658384
Theta_var_9,0.0005259798982524768
Gamma_psd_mean_17,0.0005250342193669651
Alpha_wavelet_16_5,0.0005224434306122384
Delta_psd_mean_4,0.0005194118183824098
Theta_wavelet_14_7,0.0005189691730165565
