feature,importance
Gamma_psd_mean_9,4.2914926e-05
Alpha_wavelet_15_6,4.277952e-05
Alpha_wavelet_14_7,4.2733478e-05
Gamma_var_17,4.263981e-05
Gamma_wavelet_22_8,4.1362113e-05
Delta_wavelet_24_3,4.1300686e-05
Theta_mean_26,4.1225856e-05
Delta_wavelet_16_8,4.1091447e-05
Delta_wavelet_8_1,4.1008778e-05
Gamma_wavelet_15_6,4.034291e-05
Theta_wavelet_9_5,4.0266215e-05
Alpha_wavelet_0_2,4.0003575e-05
Delta_wavelet_31_6,3.927748e-05
Delta_wavelet_14_6,3.86179e-05
Alpha_wavelet_2_5,3.8571154e-05
Alpha_wavelet_0_0,3.8523478e-05
Alpha_wavelet_11_7,3.819977e-05
Delta_skew_25,3.8072158e-05
Alpha_mean_5,3.8001876e-05
Gamma_wavelet_24_7,3.736216e-05
Alpha_mean_6,3.6849353e-05
Beta_var_10,3.6841102e-05
Alpha_wavelet_20_1,3.6643636e-05
Beta_wavelet_13_6,3.6623136e-05
Delta_wavelet_6_9,3.6464862e-05
Delta_wavelet_2_8,3.6384186e-05
Gamma_pca_var_1,3.6165246e-05
Beta_var_21,3.615952e-05
Theta_psd_mean_3,3.5815636e-05
Gamma_wavelet_12_8,3.5738158e-05
Delta_wavelet_24_9,3.561862e-05
Beta_wavelet_5_9,3.555932e-05
Beta_wavelet_12_5,3.5493675e-05
Gamma_wavelet_14_6,3.541623e-05
Delta_wavelet_12_4,3.541379e-05
Alpha_wavelet_17_5,3.5360266e-05
Theta_wavelet_11_5,3.5125093e-05
Delta_wavelet_2_9,3.4912744e-05
Gamma_wavelet_30_6,3.464768e-05
Gamma_wavelet_23_4,3.426128e-05
Beta_wavelet_23_8,3.419607e-05
Theta_psd_mean_0,3.409682e-05
Beta_std_11,3.3980454e-05
Delta_wavelet_22_7,3.396777e-05
Gamma_psd_mean_21,3.388242e-05
Alpha_wavelet_15_5,3.3641332e-05
Delta_wavelet_9_1,3.3267283e-05
Gamma_wavelet_0_6,3.271621e-05
Gamma_wavelet_7_4,3.2245764e-05
Gamma_wavelet_26_1,3.1836193e-05
Alpha_wavelet_14_8,3.1695523e-05
Gamma_wavelet_26_3,3.1113297e-05
Delta_mean_7,3.1013922e-05
Gamma_wavelet_29_1,3.0992836e-05
Beta_var_23,3.0433312e-05
Beta_wavelet_15_8,3.0303398e-05
Beta_wavelet_20_6,3.0083234e-05
Delta_wavelet_10_9,2.9945753e-05
Alpha_wavelet_5_5,2.906498e-05
Theta_psd_mean_5,2.896377e-05
Beta_psd_mean_26,2.895972e-05
Alpha_mean_17,2.8928742e-05
Alpha_psd_mean_12,2.843198e-05
Theta_wavelet_25_8,2.8368368e-05
Gamma_wavelet_11_9,2.8362863e-05
Gamma_wavelet_15_5,2.835535e-05
Beta_std_13,2.8131497e-05
Alpha_ica_infomax_energy_0,2.7961512e-05
Beta_wavelet_19_3,2.7610156e-05
Delta_psd_mean_31,2.7412809e-05
Alpha_wavelet_24_8,2.6941378e-05
Delta_wavelet_16_9,2.688237e-05
Alpha_wavelet_11_8,2.6702193e-05
Theta_wavelet_28_7,2.6179758e-05
Alpha_mean_11,2.5986144e-05
Gamma_wavelet_13_8,2.5617745e-05
Beta_ica_infomax_energy_1,2.5585125e-05
Gamma_wavelet_16_7,2.408875e-05
Theta_wavelet_5_5,2.4084256e-05
Theta_psd_mean_28,2.3855222e-05
Theta_mean_25,2.3738548e-05
Alpha_skew_26,2.3709757e-05
Delta_wavelet_5_7,2.3231172e-05
Delta_skew_7,2.316544e-05
Gamma_wavelet_18_3,2.309264e-05
Gamma_wavelet_18_4,2.3058617e-05
Beta_psd_mean_23,2.3057368e-05
Beta_wavelet_0_6,2.2850432e-05
Gamma_wavelet_16_4,2.2839427e-05
Gamma_wavelet_23_5,2.1883861e-05
Delta_wavelet_12_2,2.1829326e-05
Delta_wavelet_1_8,2.167126e-05
Delta_wavelet_24_1,2.1250546e-05
Delta_wavelet_0_2,2.1177479e-05
Gamma_wavelet_9_7,2.1170614e-05
Delta_pca_var_2,2.1092408e-05
Gamma_wavelet_17_6,2.0763093e-05
Theta_wavelet_22_5,2.0698177e-05
Alpha_skew_24,2.0497002e-05
Delta_wavelet_9_8,2.001103e-05
Theta_wavelet_31_6,1.9976187e-05
Delta_wavelet_22_8,1.9968855e-05
Gamma_wavelet_11_5,1.9858237e-05
Beta_wavelet_21_5,1.9680536e-05
Delta_skew_26,1.9670095e-05
Beta_wavelet_17_1,1.9568975e-05
Delta_std_2,1.9204665e-05
Delta_wavelet_6_1,1.8714958e-05
Alpha_wavelet_17_4,1.8246981e-05
Delta_wavelet_7_1,1.819917e-05
Delta_mean_22,1.8050241e-05
Alpha_mean_1,1.7973223e-05
Alpha_wavelet_8_9,1.7890177e-05
Delta_wavelet_29_4,1.7405744e-05
Theta_wavelet_16_9,1.6820046e-05
Theta_wavelet_24_8,1.6533222e-05
Alpha_wavelet_13_9,1.6281167e-05
Beta_wavelet_7_5,1.6247317e-05
Gamma_skew_6,1.6244869e-05
Theta_wavelet_25_7,1.6046532e-05
Delta_wavelet_13_5,1.5972093e-05
Delta_power_10,1.5888594e-05
Alpha_wavelet_15_9,1.575155e-05
Gamma_var_25,1.5745001e-05
Gamma_wavelet_6_4,1.5676906e-05
Gamma_wavelet_21_5,1.5559459e-05
Alpha_wavelet_20_9,1.5494586e-05
Beta_wavelet_21_7,1.5403199e-05
Alpha_wavelet_7_9,1.4638614e-05
Alpha_wavelet_5_6,1.4522302e-05
Theta_power_17,1.4414014e-05
Delta_ica_infomax_energy_1,1.3871223e-05
Theta_psd_mean_26,1.3702096e-05
Gamma_skew_21,1.3626402e-05
Alpha_wavelet_21_8,1.3592681e-05
Gamma_wavelet_6_5,1.3494379e-05
Beta_wavelet_25_5,1.3452244e-05
Theta_var_29,1.3305558e-05
Delta_skew_16,1.2848907e-05
Beta_wavelet_17_0,1.27665935e-05
Delta_ica_infomax_energy_0,1.2171371e-05
Delta_wavelet_14_7,1.2115196e-05
Alpha_wavelet_22_2,1.1993116e-05
Delta_wavelet_11_9,1.1985225e-05
Alpha_wavelet_3_5,1.1795959e-05
Beta_wavelet_28_7,1.1794213e-05
Theta_ica_infomax_energy_4,1.1496702e-05
Gamma_wavelet_8_1,1.1335504e-05
Gamma_wavelet_26_6,1.128654e-05
Gamma_wavelet_3_2,1.122613e-05
Gamma_skew_26,1.11384e-05
Alpha_wavelet_21_0,1.0949843e-05
Theta_psd_mean_30,1.08828735e-05
Gamma_wavelet_15_4,1.060226e-05
Alpha_skew_13,1.0503361e-05
Alpha_psd_mean_25,1.0451018e-05
Theta_skew_15,1.0163765e-05
Theta_wavelet_18_0,1.0153452e-05
Theta_wavelet_30_6,1.0007712e-05
Gamma_psd_mean_22,9.512912e-06
Delta_skew_1,9.331389e-06
Delta_wavelet_15_9,9.238832e-06
Theta_wavelet_25_9,9.001915e-06
Gamma_wavelet_9_6,8.440459e-06
Beta_wavelet_21_8,8.399643e-06
Alpha_wavelet_0_4,8.352673e-06
Theta_wavelet_1_1,7.943183e-06
Gamma_ica_infomax_energy_1,7.855607e-06
Delta_wavelet_30_7,7.7676195e-06
Delta_psd_mean_19,7.7584655e-06
Delta_wavelet_0_3,7.719582e-06
Theta_wavelet_23_0,7.2540165e-06
Delta_std_14,7.1852774e-06
Gamma_skew_25,6.9472762e-06
Theta_skew_17,6.799474e-06
Alpha_wavelet_22_1,6.167262e-06
Beta_wavelet_26_2,5.792718e-06
Delta_mean_20,5.4871725e-06
Delta_wavelet_28_9,5.3390095e-06
Gamma_psd_mean_12,4.9118094e-06
Theta_skew_16,4.755695e-06
Alpha_wavelet_12_2,4.558364e-06
Alpha_skew_15,4.533073e-06
Theta_wavelet_13_1,4.3937234e-06
Gamma_wavelet_14_8,4.233929e-06
Beta_wavelet_3_7,3.6879258e-06
Gamma_wavelet_5_5,3.5696298e-06
Theta_wavelet_18_7,3.3839244e-06
Alpha_wavelet_2_7,3.3399353e-06
Delta_wavelet_24_4,3.29944e-06
Gamma_wavelet_0_1,3.1735703e-06
Delta_wavelet_2_3,2.796051e-06
Beta_wavelet_25_2,2.6818348e-06
Beta_wavelet_22_8,2.6562507e-06
Beta_mean_20,2.613986e-06
Beta_wavelet_14_7,2.4840347e-06
Beta_skew_17,2.3633845e-06
Theta_skew_13,2.2696358e-06
Delta_wavelet_0_6,2.2064642e-06
Beta_wavelet_11_6,1.9248687e-06
Gamma_wavelet_2_8,1.8908767e-06
Alpha_skew_20,1.7154275e-06
Theta_mean_17,1.5703075e-06
Beta_wavelet_25_1,1.3902938e-06
Alpha_psd_mean_4,1.2961619e-06
Theta_wavelet_10_9,1.1949521e-06
Delta_wavelet_26_7,1.0916121e-06
Theta_wavelet_2_8,9.644997e-07
Gamma_mean_8,8.9813574e-07
Beta_wavelet_13_2,7.779857e-07
Beta_wavelet_23_6,7.032392e-07
Theta_wavelet_15_8,5.8002354e-07
Gamma_psd_mean_16,5.45699e-07
Theta_wavelet_6_8,3.181995e-07
Beta_ica_infomax_energy_4,2.7493456e-07
Gamma_ica_infomax_energy_2,3.220005e-08
Gamma_std_26,0.0
Gamma_power_2,0.0
Gamma_skew_0,0.0
Gamma_power_1,0.0
Gamma_power_3,0.0
Beta_wavelet_31_7,0.0
Gamma_power_5,0.0
Gamma_power_6,0.0
Gamma_power_7,0.0
Gamma_power_8,0.0
Gamma_power_9,0.0
Gamma_power_10,0.0
Gamma_power_11,0.0
Gamma_power_13,0.0
Gamma_power_4,0.0
Gamma_skew_3,0.0
Gamma_mean_29,0.0
Gamma_mean_28,0.0
Gamma_skew_5,0.0
Gamma_mean_27,0.0
Gamma_skew_8,0.0
Beta_wavelet_31_9,0.0
Gamma_skew_9,0.0
Gamma_mean_30,0.0
Gamma_skew_18,0.0
Gamma_skew_11,0.0
Gamma_std_25,0.0
Gamma_skew_15,0.0
Gamma_skew_16,0.0
Gamma_skew_17,0.0
Gamma_skew_19,0.0
Gamma_skew_20,0.0
Gamma_skew_24,0.0
Beta_wavelet_31_8,0.0
Gamma_skew_10,0.0
Beta_wavelet_21_0,0.0
Gamma_wavelet_31_2,0.0
Gamma_wavelet_31_3,0.0
Gamma_wavelet_31_4,0.0
Gamma_wavelet_31_5,0.0
Gamma_wavelet_31_6,0.0
Gamma_wavelet_31_7,0.0
Beta_wavelet_20_5,0.0
Gamma_wavelet_31_8,0.0
Gamma_power_12,0.0
Beta_wavelet_20_2,0.0
Beta_wavelet_20_0,0.0
Delta_mean_18,0.0
Beta_wavelet_19_8,0.0
Delta_mean_19,0.0
Beta_wavelet_19_7,0.0
Beta_wavelet_19_6,0.0
Beta_wavelet_19_5,0.0
Beta_wavelet_19_4,0.0
Beta_wavelet_19_2,0.0
Beta_wavelet_20_4,0.0
Beta_wavelet_24_0,0.0
Gamma_wavelet_30_8,0.0
Beta_wavelet_23_9,0.0
Beta_wavelet_23_5,0.0
Beta_wavelet_23_4,0.0
Beta_wavelet_23_3,0.0
Beta_wavelet_23_2,0.0
Beta_wavelet_23_1,0.0
Beta_wavelet_23_0,0.0
Beta_wavelet_22_9,0.0
Gamma_wavelet_31_1,0.0
Beta_wavelet_22_4,0.0
Beta_wavelet_22_2,0.0
Beta_wavelet_22_1,0.0
Beta_wavelet_22_0,0.0
Gamma_wavelet_30_9,0.0
Beta_wavelet_21_4,0.0
Beta_wavelet_21_3,0.0
Beta_wavelet_21_2,0.0
Beta_wavelet_21_1,0.0
Gamma_wavelet_31_0,0.0
Beta_wavelet_22_5,0.0
Beta_wavelet_15_4,0.0
Beta_wavelet_15_2,0.0
Beta_wavelet_15_1,0.0
Beta_wavelet_15_0,0.0
Beta_wavelet_14_5,0.0
Beta_wavelet_14_4,0.0
Beta_wavelet_14_3,0.0
Beta_wavelet_14_2,0.0
Beta_wavelet_14_0,0.0
Beta_wavelet_19_1,0.0
Beta_wavelet_13_4,0.0
Beta_wavelet_13_3,0.0
Beta_wavelet_13_1,0.0
Beta_wavelet_13_0,0.0
Beta_wavelet_12_9,0.0
Beta_wavelet_12_7,0.0
Beta_wavelet_12_6,0.0
Beta_wavelet_12_4,0.0
Beta_wavelet_12_2,0.0
Beta_wavelet_12_3,0.0
Delta_mean_1,0.0
Beta_wavelet_19_0,0.0
Delta_mean_24,0.0
Delta_mean_26,0.0
Beta_wavelet_18_6,0.0
Beta_wavelet_18_5,0.0
Beta_wavelet_18_4,0.0
Beta_wavelet_18_3,0.0
Beta_wavelet_18_2,0.0
Beta_wavelet_18_0,0.0
Beta_wavelet_17_5,0.0
Beta_wavelet_15_7,0.0
Beta_wavelet_17_3,0.0
Beta_wavelet_17_2,0.0
Beta_wavelet_16_9,0.0
Beta_wavelet_16_8,0.0
Beta_wavelet_16_4,0.0
Beta_wavelet_16_3,0.0
Beta_wavelet_16_2,0.0
Beta_wavelet_16_1,0.0
Beta_wavelet_16_0,0.0
Beta_wavelet_15_9,0.0
Beta_wavelet_17_4,0.0
Gamma_var_26,0.0
Gamma_std_29,0.0
Gamma_std_30,0.0
Gamma_std_31,0.0
Gamma_var_16,0.0
Gamma_skew_27,0.0
Gamma_var_14,0.0
Gamma_wavelet_28_8,0.0
Gamma_wavelet_28_9,0.0
Beta_wavelet_24_2,0.0
Gamma_var_8,0.0
Gamma_wavelet_29_0,0.0
Gamma_wavelet_29_2,0.0
Gamma_var_3,0.0
Gamma_wavelet_29_3,0.0
Gamma_var_2,0.0
Gamma_var_1,0.0
Gamma_mean_26,0.0
Gamma_mean_25,0.0
Gamma_mean_24,0.0
Gamma_var_10,0.0
Gamma_std_22,0.0
Gamma_std_21,0.0
Gamma_mean_31,0.0
Gamma_std_19,0.0
Gamma_std_18,0.0
Gamma_std_17,0.0
Gamma_std_16,0.0
Gamma_var_27,0.0
Gamma_std_15,0.0
Gamma_std_14,0.0
Gamma_std_28,0.0
Gamma_std_11,0.0
Gamma_var_28,0.0
Gamma_std_10,0.0
Gamma_std_8,0.0
Gamma_var_30,0.0
Gamma_var_31,0.0
Gamma_std_27,0.0
Gamma_std_3,0.0
Gamma_std_2,0.0
Gamma_std_1,0.0
Gamma_std_12,0.0
Gamma_wavelet_30_1,0.0
Gamma_wavelet_30_2,0.0
Beta_pca_var_2,0.0
Beta_pca_var_0,0.0
Beta_wavelet_26_9,0.0
Gamma_wavelet_30_3,0.0
Beta_wavelet_26_7,0.0
Gamma_wavelet_30_4,0.0
Beta_wavelet_26_5,0.0
Gamma_mean_23,0.0
Beta_wavelet_26_3,0.0
Beta_wavelet_26_0,0.0
Beta_wavelet_25_9,0.0
Gamma_wavelet_30_5,0.0
Beta_wavelet_25_6,0.0
Beta_wavelet_25_3,0.0
Beta_wavelet_25_0,0.0
Gamma_wavelet_30_7,0.0
Beta_wavelet_24_4,0.0
Beta_wavelet_24_3,0.0
Beta_wavelet_26_4,0.0
Gamma_mean_22,0.0
Gamma_mean_21,0.0
Gamma_mean_20,0.0
Gamma_mean_17,0.0
Gamma_wavelet_29_4,0.0
Gamma_mean_15,0.0
Gamma_mean_14,0.0
Gamma_mean_13,0.0
Gamma_mean_12,0.0
Gamma_mean_11,0.0
Beta_ica_infomax_energy_2,0.0
Gamma_mean_9,0.0
Gamma_mean_6,0.0
Gamma_mean_5,0.0
Gamma_mean_4,0.0
Gamma_mean_2,0.0
Delta_mean_25,0.0
Gamma_mean_1,0.0
Gamma_wavelet_29_7,0.0
Gamma_wavelet_30_0,0.0
Beta_ica_infomax_energy_3,0.0
Gamma_mean_10,0.0
Delta_wavelet_29_9,0.0
Delta_wavelet_29_8,0.0
Alpha_wavelet_30_4,0.0
Delta_wavelet_29_6,0.0
Delta_wavelet_29_5,0.0
Alpha_wavelet_30_5,0.0
Delta_wavelet_29_3,0.0
Delta_wavelet_29_2,0.0
Delta_wavelet_29_1,0.0
Delta_wavelet_29_0,0.0
Delta_wavelet_28_8,0.0
Delta_wavelet_28_7,0.0
Delta_wavelet_28_6,0.0
Gamma_wavelet_8_4,0.0
Alpha_wavelet_30_7,0.0
Alpha_wavelet_30_8,0.0
Alpha_wavelet_30_9,0.0
Delta_wavelet_28_5,0.0
Alpha_wavelet_31_0,0.0
Delta_wavelet_28_4,0.0
Alpha_wavelet_31_1,0.0
Alpha_wavelet_31_2,0.0
Delta_wavelet_28_3,0.0
Delta_wavelet_28_2,0.0
Delta_wavelet_28_1,0.0
Delta_wavelet_28_0,0.0
Delta_wavelet_27_9,0.0
Alpha_wavelet_30_6,0.0
Alpha_wavelet_30_2,0.0
Theta_std_27,0.0
Theta_var_30,0.0
Theta_var_27,0.0
Theta_mean_31,0.0
Alpha_wavelet_30_3,0.0
Theta_mean_30,0.0
Theta_mean_29,0.0
Theta_mean_28,0.0
Theta_mean_27,0.0
Delta_wavelet_31_9,0.0
Delta_wavelet_31_8,0.0
Delta_wavelet_31_7,0.0
Delta_wavelet_30_0,0.0
Delta_wavelet_31_4,0.0
Delta_wavelet_31_3,0.0
Delta_wavelet_31_2,0.0
Delta_wavelet_31_1,0.0
Delta_wavelet_31_0,0.0
Delta_wavelet_30_9,0.0
Delta_wavelet_30_8,0.0
Delta_wavelet_30_6,0.0
Delta_wavelet_30_5,0.0
Delta_wavelet_30_4,0.0
Delta_wavelet_30_3,0.0
Delta_wavelet_30_2,0.0
Delta_wavelet_30_1,0.0
Delta_wavelet_31_5,0.0
Delta_std_27,0.0
Delta_var_31,0.0
Delta_var_30,0.0
Delta_var_29,0.0
Delta_var_28,0.0
Delta_var_27,0.0
Delta_mean_31,0.0
Alpha_wavelet_31_6,0.0
Alpha_wavelet_31_7,0.0
Delta_mean_30,0.0
Delta_mean_29,0.0
Delta_mean_28,0.0
Delta_mean_27,0.0
Alpha_wavelet_31_3,0.0
Gamma_ica_infomax_energy_3,0.0
Alpha_wavelet_31_8,0.0
Gamma_pca_var_2,0.0
Alpha_wavelet_31_9,0.0
Beta_mean_27,0.0
Gamma_wavelet_26_7,0.0
Gamma_wavelet_26_5,0.0
Gamma_wavelet_26_4,0.0
Gamma_wavelet_26_2,0.0
Gamma_wavelet_26_0,0.0
Gamma_wavelet_25_9,0.0
Beta_mean_28,0.0
Gamma_wavelet_25_6,0.0
Gamma_ica_infomax_energy_4,0.0
Alpha_wavelet_31_4,0.0
Delta_wavelet_27_8,0.0
Delta_wavelet_27_7,0.0
Delta_wavelet_27_6,0.0
Delta_wavelet_27_5,0.0
Delta_wavelet_27_4,0.0
Delta_wavelet_27_3,0.0
Delta_wavelet_27_2,0.0
Delta_wavelet_27_1,0.0
Delta_wavelet_27_0,0.0
Delta_psd_mean_30,0.0
Delta_psd_mean_29,0.0
Delta_psd_mean_28,0.0
Delta_std_28,0.0
Delta_power_31,0.0
Delta_power_30,0.0
Delta_power_29,0.0
Delta_power_28,0.0
Delta_power_27,0.0
Delta_skew_31,0.0
Delta_skew_30,0.0
Delta_skew_29,0.0
Delta_skew_28,0.0
Delta_skew_27,0.0
Delta_std_31,0.0
Delta_std_30,0.0
Delta_std_29,0.0
Delta_psd_mean_27,0.0
Alpha_std_28,0.0
Alpha_std_27,0.0
Alpha_var_31,0.0
Alpha_var_30,0.0
Alpha_var_29,0.0
Alpha_var_28,0.0
Alpha_wavelet_28_5,0.0
Alpha_var_27,0.0
Alpha_mean_31,0.0
Alpha_mean_30,0.0
Alpha_mean_29,0.0
Alpha_mean_28,0.0
Alpha_mean_27,0.0
Alpha_wavelet_30_1,0.0
Theta_wavelet_31_8,0.0
Theta_wavelet_31_7,0.0
Theta_wavelet_31_4,0.0
Alpha_wavelet_28_6,0.0
Theta_wavelet_31_3,0.0
Theta_wavelet_31_2,0.0
Theta_wavelet_31_1,0.0
Theta_wavelet_31_0,0.0
Theta_wavelet_30_9,0.0
Theta_wavelet_30_8,0.0
Theta_wavelet_30_7,0.0
Theta_wavelet_30_5,0.0
Theta_wavelet_30_4,0.0
Theta_wavelet_31_9,0.0
Alpha_wavelet_28_2,0.0
Alpha_wavelet_28_1,0.0
Alpha_wavelet_28_0,0.0
Alpha_wavelet_27_9,0.0
Alpha_wavelet_27_8,0.0
Alpha_wavelet_27_7,0.0
Alpha_wavelet_27_6,0.0
Alpha_wavelet_27_5,0.0
Alpha_wavelet_27_4,0.0
Alpha_wavelet_27_3,0.0
Alpha_wavelet_27_2,0.0
Alpha_wavelet_27_1,0.0
Alpha_wavelet_27_0,0.0
Alpha_std_29,0.0
Alpha_psd_mean_28,0.0
Alpha_psd_mean_27,0.0
Alpha_power_31,0.0
Alpha_power_30,0.0
Alpha_power_29,0.0
Alpha_power_28,0.0
Alpha_wavelet_28_3,0.0
Alpha_power_27,0.0
Alpha_skew_30,0.0
Alpha_skew_29,0.0
Alpha_wavelet_28_4,0.0
Alpha_std_31,0.0
Alpha_std_30,0.0
Alpha_psd_mean_30,0.0
Theta_wavelet_27_1,0.0
Theta_wavelet_27_0,0.0
Theta_psd_mean_31,0.0
Alpha_wavelet_28_7,0.0
Alpha_wavelet_28_8,0.0
Alpha_wavelet_28_9,0.0
Alpha_wavelet_29_0,0.0
Alpha_wavelet_29_1,0.0
Alpha_wavelet_29_2,0.0
Alpha_wavelet_29_3,0.0
Alpha_wavelet_29_4,0.0
Theta_psd_mean_27,0.0
Theta_power_31,0.0
Theta_wavelet_30_3,0.0
Alpha_wavelet_29_9,0.0
Theta_power_29,0.0
Theta_power_28,0.0
Theta_power_27,0.0
Theta_skew_31,0.0
Theta_skew_30,0.0
Theta_skew_29,0.0
Theta_skew_28,0.0
Theta_skew_27,0.0
Theta_std_31,0.0
Theta_std_30,0.0
Alpha_wavelet_30_0,0.0
Theta_std_28,0.0
Theta_power_30,0.0
Theta_wavelet_30_2,0.0
Theta_wavelet_30_1,0.0
Theta_wavelet_30_0,0.0
Theta_wavelet_29_9,0.0
Theta_wavelet_29_8,0.0
Theta_wavelet_29_7,0.0
Theta_wavelet_29_5,0.0
Theta_wavelet_29_4,0.0
Theta_wavelet_29_3,0.0
Theta_wavelet_29_2,0.0
Theta_wavelet_29_1,0.0
Theta_wavelet_29_0,0.0
Theta_wavelet_28_9,0.0
Theta_wavelet_27_2,0.0
Theta_wavelet_28_6,0.0
Theta_wavelet_28_4,0.0
Theta_wavelet_28_3,0.0
Theta_wavelet_28_2,0.0
Theta_wavelet_28_1,0.0
Theta_wavelet_28_0,0.0
Theta_wavelet_27_9,0.0
Theta_wavelet_27_8,0.0
Theta_wavelet_27_7,0.0
Theta_wavelet_27_6,0.0
Theta_wavelet_27_5,0.0
Theta_wavelet_27_4,0.0
Theta_wavelet_27_3,0.0
Theta_wavelet_28_8,0.0
Gamma_wavelet_8_3,0.0
Gamma_wavelet_8_2,0.0
Gamma_wavelet_8_0,0.0
Beta_wavelet_29_0,0.0
Beta_wavelet_29_1,0.0
Gamma_wavelet_7_5,0.0
Gamma_wavelet_7_3,0.0
Gamma_wavelet_7_2,0.0
Gamma_wavelet_7_1,0.0
Gamma_wavelet_7_0,0.0
Beta_wavelet_29_3,0.0
Beta_wavelet_29_4,0.0
Beta_wavelet_29_5,0.0
Gamma_wavelet_25_5,0.0
Gamma_wavelet_6_2,0.0
Gamma_wavelet_6_1,0.0
Gamma_wavelet_6_0,0.0
Gamma_wavelet_5_8,0.0
Gamma_wavelet_5_4,0.0
Gamma_wavelet_5_3,0.0
Gamma_wavelet_5_2,0.0
Gamma_wavelet_5_1,0.0
Gamma_wavelet_5_0,0.0
Beta_wavelet_29_6,0.0
Gamma_wavelet_4_5,0.0
Gamma_wavelet_4_4,0.0
Gamma_wavelet_4_3,0.0
Gamma_wavelet_6_3,0.0
Gamma_wavelet_11_0,0.0
Beta_wavelet_28_3,0.0
Gamma_wavelet_10_9,0.0
Gamma_wavelet_10_8,0.0
Gamma_wavelet_10_7,0.0
Gamma_wavelet_10_6,0.0
Gamma_wavelet_10_5,0.0
Beta_wavelet_28_4,0.0
Beta_wavelet_28_5,0.0
Gamma_wavelet_10_4,0.0
Gamma_wavelet_10_3,0.0
Gamma_wavelet_10_2,0.0
Gamma_wavelet_10_1,0.0
Gamma_wavelet_8_5,0.0
Beta_wavelet_28_6,0.0
Gamma_wavelet_9_5,0.0
Gamma_wavelet_9_4,0.0
Gamma_wavelet_9_3,0.0
Gamma_wavelet_9_2,0.0
Gamma_wavelet_9_1,0.0
Gamma_wavelet_9_0,0.0
Gamma_wavelet_8_9,0.0
Gamma_wavelet_8_8,0.0
Gamma_wavelet_8_7,0.0
Beta_wavelet_28_8,0.0
Beta_wavelet_28_9,0.0
Gamma_wavelet_8_6,0.0
Gamma_wavelet_10_0,0.0
Gamma_wavelet_0_3,0.0
Gamma_wavelet_0_2,0.0
Gamma_wavelet_0_0,0.0
Gamma_psd_mean_26,0.0
Gamma_psd_mean_25,0.0
Beta_wavelet_30_8,0.0
Beta_wavelet_31_0,0.0
Beta_wavelet_31_2,0.0
Beta_wavelet_31_3,0.0
Beta_wavelet_31_4,0.0
Gamma_psd_mean_10,0.0
Gamma_psd_mean_8,0.0
Beta_wavelet_31_5,0.0
Beta_wavelet_29_8,0.0
Beta_wavelet_31_6,0.0
Gamma_power_26,0.0
Gamma_power_25,0.0
Gamma_power_24,0.0
Gamma_power_23,0.0
Gamma_power_22,0.0
Gamma_power_21,0.0
Gamma_power_19,0.0
Gamma_power_18,0.0
Gamma_power_17,0.0
Gamma_power_16,0.0
Gamma_power_15,0.0
Gamma_power_14,0.0
Gamma_psd_mean_1,0.0
Gamma_wavelet_4_2,0.0
Gamma_wavelet_4_1,0.0
Beta_wavelet_29_9,0.0
Gamma_wavelet_4_0,0.0
Gamma_wavelet_3_8,0.0
Gamma_wavelet_3_7,0.0
Gamma_wavelet_3_4,0.0
Gamma_wavelet_3_3,0.0
Gamma_wavelet_3_1,0.0
Gamma_wavelet_3_0,0.0
Beta_wavelet_30_0,0.0
Beta_wavelet_30_1,0.0
Gamma_wavelet_2_4,0.0
Beta_wavelet_30_7,0.0
Gamma_wavelet_2_2,0.0
Gamma_wavelet_2_1,0.0
Gamma_wavelet_2_0,0.0
Gamma_wavelet_1_4,0.0
Gamma_wavelet_1_3,0.0
Gamma_wavelet_1_1,0.0
Gamma_wavelet_1_0,0.0
Beta_wavelet_30_2,0.0
Beta_wavelet_30_3,0.0
Beta_wavelet_30_4,0.0
Beta_wavelet_30_5,0.0
Beta_wavelet_30_6,0.0
Gamma_wavelet_0_4,0.0
Gamma_wavelet_2_3,0.0
Gamma_wavelet_21_3,0.0
Gamma_wavelet_21_2,0.0
Gamma_wavelet_21_1,0.0
Gamma_wavelet_21_0,0.0
Beta_std_27,0.0
Beta_std_28,0.0
Beta_std_30,0.0
Beta_std_31,0.0
Gamma_wavelet_20_4,0.0
Gamma_wavelet_20_3,0.0
Beta_skew_28,0.0
Beta_skew_29,0.0
Gamma_wavelet_20_2,0.0
Gamma_wavelet_11_1,0.0
Gamma_wavelet_20_0,0.0
Beta_skew_30,0.0
Beta_skew_31,0.0
Beta_power_27,0.0
Gamma_wavelet_19_7,0.0
Beta_power_28,0.0
Gamma_wavelet_19_4,0.0
Gamma_wavelet_19_3,0.0
Gamma_wavelet_19_2,0.0
Beta_power_29,0.0
Gamma_wavelet_19_1,0.0
Gamma_wavelet_19_0,0.0
Beta_power_30,0.0
Gamma_wavelet_20_1,0.0
Gamma_wavelet_25_4,0.0
Gamma_wavelet_25_3,0.0
Gamma_wavelet_25_2,0.0
Gamma_wavelet_25_1,0.0
Beta_mean_29,0.0
Gamma_wavelet_24_4,0.0
Gamma_wavelet_24_3,0.0
Gamma_wavelet_24_2,0.0
Gamma_wavelet_24_1,0.0
Beta_mean_30,0.0
Gamma_wavelet_24_0,0.0
Beta_mean_31,0.0
Beta_var_27,0.0
Gamma_wavelet_21_4,0.0
Gamma_wavelet_23_3,0.0
